,index,충전소명,충전소ID,충전기ID,충전기타입,주소,위도,경도,이용가능시간,기관아이디,운영기관명,운영기관 연락처,충전기상태,상태갱신일시,충전량유형,시도코드,주차료무료여부,충전소안내,이용자제한여부,이용제한사유,삭제여부,삭제사유
2155,18243,서울은평 북한산래미안아파트102동,EV002935,1,2,서울특별시 은평구 진흥로 267,37.61185092,126.9388765,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2156,18244,서울은평 북한산래미안아파트102동,EV002935,2,2,서울특별시 은평구 진흥로 267,37.61185092,126.9388765,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2157,18245,서울은평 북한산래미안아파트203동,EV002936,1,2,서울특별시 은평구 진흥로 267,37.61094033,126.9377537,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2158,18246,서울은평 북한산래미안아파트203동,EV002936,2,2,서울특별시 은평구 진흥로 267,37.61094033,126.9377537,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2159,18247,서울은평 북한산래미안아파트203동,EV002936,3,2,서울특별시 은평구 진흥로 267,37.61094033,126.9377537,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2160,18248,서울은평 북한산래미안아파트203동,EV002936,4,2,서울특별시 은평구 진흥로 267,37.61094033,126.9377537,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2161,18251,서울중구 남산트라팰리스,EV002939,1,2,서울특별시 중구 소월로2길 30,37.55399522,126.9756139,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2162,18252,서울중구 남산트라팰리스,EV002939,2,2,서울특별시 중구 소월로2길 30,37.55399522,126.9756139,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2163,18253,서울중구 남산트라팰리스,EV002939,3,2,서울특별시 중구 소월로2길 30,37.55399522,126.9756139,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2164,18254,서울중구 남산트라팰리스,EV002939,4,2,서울특별시 중구 소월로2길 30,37.55399522,126.9756139,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,3,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2165,18255,서울중구 남산트라팰리스,EV002939,5,2,서울특별시 중구 소월로2길 30,37.55399522,126.9756139,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2166,18256,서울중구 남산트라팰리스,EV002939,6,2,서울특별시 중구 소월로2길 30,37.55399522,126.9756139,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2167,18259,서울서대문 홍은극동아파트,EV002941,1,2,서울특별시 서대문구 포방터10길 33,37.60245401,126.9513909,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2168,18260,서울서대문 홍은극동아파트,EV002941,2,2,서울특별시 서대문구 포방터10길 33,37.60245401,126.9513909,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2169,18261,서울서대문 홍은극동아파트,EV002941,3,2,서울특별시 서대문구 포방터10길 33,37.60245401,126.9513909,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2170,18390,서울 은평뉴타운폭포동,EV002991,1,2,서울특별시 은평구 진관1로 77-8,37.6309649,126.9299428,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,3,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2171,18391,서울 은평뉴타운폭포동,EV002991,2,2,서울특별시 은평구 진관1로 77-8,37.6309649,126.9299428,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2172,18392,서울 은평뉴타운폭포동,EV002991,3,2,서울특별시 은평구 진관1로 77-8,37.6309649,126.9299428,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2173,18393,서울은평 신사현대2차아파트,EV002992,1,2,서울특별시 은평구 가좌로 334,37.59788308,126.907383,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2174,18394,서울은평 신사현대2차아파트,EV002992,2,2,서울특별시 은평구 가좌로 334,37.59788308,126.907383,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2175,18395,서울은평 신사현대2차아파트,EV002992,3,2,서울특별시 은평구 가좌로 334,37.59788308,126.907383,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2176,18415,서울동작 대방1차e편한세상B3,EV002998,1,2,서울특별시 동작구 알마타길 37,37.51221782,126.9291887,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2177,18416,서울동작 대방1차e편한세상B3,EV002998,2,2,서울특별시 동작구 알마타길 37,37.51221782,126.9291887,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2178,18417,서울동작 대방1차e편한세상B3,EV002998,3,2,서울특별시 동작구 알마타길 37,37.51221782,126.9291887,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2179,18418,서울동작 대방1차e편한세상B3,EV002998,4,2,서울특별시 동작구 알마타길 37,37.51221782,126.9291887,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2180,18419,서울동작 대방1차e편한세상B3,EV002998,5,2,서울특별시 동작구 알마타길 37,37.51221782,126.9291887,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2181,18420,서울동작 대방1차e편한세상B1,EV002999,1,2,서울특별시 동작구 알마타길 37,37.51215492,126.9294828,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2182,18421,서울동작 대방1차e편한세상B1,EV002999,2,2,서울특별시 동작구 알마타길 37,37.51215492,126.9294828,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,3,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2183,18465,서울노원 경남아너스빌101동,EV003018,1,2,서울특별시 노원구 덕릉로94길 6,37.66208043,127.0771812,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2184,18466,서울노원 경남아너스빌101동,EV003018,2,2,서울특별시 노원구 덕릉로94길 6,37.66208043,127.0771812,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2185,18467,서울노원 경남아너스빌101동,EV003018,3,2,서울특별시 노원구 덕릉로94길 6,37.66208043,127.0771812,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2186,18468,서울노원 경남아너스빌102동,EV003019,1,2,서울특별시 노원구 덕릉로94길 6,37.66210812,127.0761668,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2187,18469,서울노원 경남아너스빌102동,EV003019,2,2,서울특별시 노원구 덕릉로94길 6,37.66210812,127.0761668,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2188,18470,서울노원 경남아너스빌102동,EV003019,3,2,서울특별시 노원구 덕릉로94길 6,37.66210812,127.0761668,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2189,18471,은평뉴타운우물골제2아파트 1주차장,EV003020,1,2,서울특별시 은평구 진관2로 77,37.63431453,126.9265862,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2190,18472,은평뉴타운우물골제2아파트 1주차장,EV003020,2,2,서울특별시 은평구 진관2로 77,37.63431453,126.9265862,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2191,18473,은평뉴타운우물골제2아파트 2주차장,EV003021,1,2,서울특별시 은평구 진관2로 77,37.63481074,126.927662,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2192,18474,은평뉴타운우물골제2아파트 2주차장,EV003021,2,2,서울특별시 은평구 진관2로 77,37.63481074,126.927662,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2193,18475,은평뉴타운우물골제2아파트 3주차장,EV003022,1,2,서울특별시 은평구 진관2로 77,37.63467631,126.9288517,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2194,18476,은평뉴타운우물골제2아파트 3주차장,EV003022,2,2,서울특별시 은평구 진관2로 77,37.63467631,126.9288517,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2195,18502,서울 용산KCC웰츠타워102동,EV003034,1,2,서울특별시 용산구 백범로90길 90,37.53785496,126.9689497,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2196,18503,서울 용산KCC웰츠타워102동,EV003034,2,2,서울특별시 용산구 백범로90길 90,37.53785496,126.9689497,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2197,18504,서울 용산KCC웰츠타워102동,EV003034,3,2,서울특별시 용산구 백범로90길 90,37.53785496,126.9689497,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2198,18505,서울 용산KCC웰츠타워101동,EV003035,1,2,서울특별시 용산구 백범로90길 90,37.53762962,126.9686019,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2199,18506,서울 용산KCC웰츠타워101동,EV003035,2,2,서울특별시 용산구 백범로90길 90,37.53762962,126.9686019,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2200,18507,서울동대문 장안위더스빌(B4),EV003036,1,2,서울특별시 동대문구 한천로 42,37.56649886,127.0622885,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2201,18508,서울동대문 장안위더스빌(B4),EV003036,2,2,서울특별시 동대문구 한천로 42,37.56649886,127.0622885,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2202,18509,서울동대문 장안위더스빌(B5),EV003037,1,2,서울특별시 동대문구 한천로 42,37.56647628,127.0623903,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2203,18510,서울동대문 장안위더스빌(B5),EV003037,2,2,서울특별시 동대문구 한천로 42,37.56647628,127.0623903,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2204,18539,서울성동 행당두산위브,EV003050,1,2,서울특별시 성동구 행당로8길 8,37.55638802,127.0328433,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2205,18550,서울 당산쌍용예가클래식B1,EV003052,1,2,서울특별시 영등포구 당산로31길 32,37.52735984,126.8939737,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2206,18551,서울 당산쌍용예가클래식B1,EV003052,2,2,서울특별시 영등포구 당산로31길 32,37.52735984,126.8939737,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2207,18552,서울 당산쌍용예가클래식B1,EV003052,3,2,서울특별시 영등포구 당산로31길 32,37.52735984,126.8939737,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2208,18553,서울 당산쌍용예가클래식B2,EV003053,1,2,서울특별시 영등포구 당산로31길 32,37.52731464,126.8938041,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2209,18554,서울 당산쌍용예가클래식B2,EV003053,2,2,서울특별시 영등포구 당산로31길 32,37.52731464,126.8938041,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2210,18555,서울 당산쌍용예가클래식B2,EV003053,3,2,서울특별시 영등포구 당산로31길 32,37.52731464,126.8938041,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2211,18556,서울강북 번동삼성아파트,EV003054,1,2,서울특별시 강북구 도봉로98길 33,37.64129958,127.0315029,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2212,18557,서울강북 번동삼성아파트,EV003054,2,2,서울특별시 강북구 도봉로98길 33,37.64129958,127.0315029,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2213,18558,서울강북 번동삼성아파트,EV003054,3,2,서울특별시 강북구 도봉로98길 33,37.64129958,127.0315029,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2214,18559,서울강북 번동삼성아파트,EV003054,4,2,서울특별시 강북구 도봉로98길 33,37.64129958,127.0315029,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2215,18583,서울수목원현대홈타운스위트110동,EV003065,1,2,서울특별시 구로구 연동로13길 25,37.48438326,126.820519,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2216,18584,서울수목원현대홈타운스위트110동,EV003065,2,2,서울특별시 구로구 연동로13길 25,37.48438326,126.820519,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2217,18585,서울수목원현대홈타운스위트106동,EV003066,1,2,서울특별시 구로구 연동로13길 25,37.4837878,126.8200003,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2218,18586,서울수목원현대홈타운스위트106동,EV003066,2,2,서울특별시 구로구 연동로13길 25,37.4837878,126.8200003,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2219,18587,서울수목원현대홈타운스위트102동,EV003067,1,2,서울특별시 구로구 연동로13길 25,37.48488224,126.8198111,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2220,18588,서울수목원현대홈타운스위트102동,EV003067,2,2,서울특별시 구로구 연동로13길 25,37.48488224,126.8198111,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2221,18589,서울 가양동신대아1주차장,EV003068,1,2,서울특별시 강서구 강서로 532,37.57257124,126.8445435,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2222,18590,서울 가양동신대아1주차장,EV003068,2,2,서울특별시 강서구 강서로 532,37.57257124,126.8445435,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2223,18591,서울 가양동신대아2주차장,EV003069,1,2,서울특별시 강서구 강서로 532,37.57244369,126.8434797,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2224,18592,서울 가양동신대아2주차장,EV003069,2,2,서울특별시 강서구 강서로 532,37.57244369,126.8434797,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2225,18593,서울 가양동신대아3주차장,EV003070,1,2,서울특별시 강서구 강서로 532,37.57173172,126.843334,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2226,18594,서울 가양동신대아3주차장,EV003070,2,2,서울특별시 강서구 강서로 532,37.57173172,126.843334,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2227,18613,서울대학교교수아파트,EV003079,1,2,서울특별시 관악구 관악로 1,37.45335847,126.9571611,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2228,18614,서울대학교교수아파트,EV003079,2,2,서울특별시 관악구 관악로 1,37.45335847,126.9571611,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2229,18756,서울 양천롯데캐슬102동,EV003123,1,2,서울특별시 양천구 오목로5길 19,37.52308289,126.8403928,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2230,18757,서울 양천롯데캐슬102동,EV003123,2,2,서울특별시 양천구 오목로5길 19,37.52308289,126.8403928,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2231,18758,서울 양천롯데캐슬102동,EV003123,3,2,서울특별시 양천구 오목로5길 19,37.52308289,126.8403928,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2232,18759,서울 양천롯데캐슬102동,EV003123,4,2,서울특별시 양천구 오목로5길 19,37.52308289,126.8403928,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2233,18760,서울 양천롯데캐슬202동,EV003124,1,2,서울특별시 양천구 오목로5길 19,37.52335394,126.8409465,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2234,18761,서울 양천롯데캐슬202동,EV003124,2,2,서울특별시 양천구 오목로5길 19,37.52335394,126.8409465,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2235,18762,서울 양천롯데캐슬202동,EV003124,3,2,서울특별시 양천구 오목로5길 19,37.52335394,126.8409465,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2236,18798,서울 광진한화꿈에그린아파트,EV003142,1,2,서울특별시 광진구 뚝섬로24길 74,37.53379733,127.0618879,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2237,18799,서울 광진한화꿈에그린아파트,EV003142,2,2,서울특별시 광진구 뚝섬로24길 74,37.53379733,127.0618879,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2238,18800,서울 광진한화꿈에그린아파트,EV003142,3,2,서울특별시 광진구 뚝섬로24길 74,37.53379733,127.0618879,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2239,18801,서울 광진한화꿈에그린아파트,EV003142,4,2,서울특별시 광진구 뚝섬로24길 74,37.53379733,127.0618879,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
2240,18841,서울강남 테헤란아이파크104동,EV003160,1,2,서울특별시 강남구 테헤란로52길 16,37.5024043,127.0468319,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2241,18842,서울강남 테헤란아이파크104동,EV003160,2,2,서울특별시 강남구 테헤란로52길 16,37.5024043,127.0468319,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2242,18843,서울강남 테헤란아이파크104동,EV003160,3,2,서울특별시 강남구 테헤란로52길 16,37.5024043,127.0468319,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2243,18844,서울강남 테헤란아이파크105동,EV003161,1,2,서울특별시 강남구 테헤란로52길 16,37.5025662,127.0475445,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2244,18845,서울강남 테헤란아이파크105동,EV003161,2,2,서울특별시 강남구 테헤란로52길 16,37.5025662,127.0475445,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2245,18846,서울강남 테헤란아이파크105동,EV003161,3,2,서울특별시 강남구 테헤란로52길 16,37.5025662,127.0475445,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
2246,18860,도림동쌍용플래티넘시티1단지101동,EV003167,1,2,서울특별시 영등포구 도영로7길 15,37.50930788,126.8935695,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20211100000000.0,,11,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
